6s180,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s181,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s182,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s183,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s184,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s185,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s186,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s187,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s188,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s189,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s18,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s190,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s191,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s192,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s193,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s194,UNSAT,42,432.17,UNSAT,34,265.58,UNSAT,38,601.14,timeout,,,UNSAT,41,496.23,timeout,,,timeout,,
6s195,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s196,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s197,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s198,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s199,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s19,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s1,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s202b00,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s202b41,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s203b19,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s203b41,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s204b16,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s204b19,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s205b16,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s205b20,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s206rb025,UNSAT,5,29.907,UNSAT,5,30.02,UNSAT,5,30.421,UNSAT,5,30.826,UNSAT,5,31.315,UNSAT,5,32.594,UNSAT,5,33.246
6s206rb103,UNSAT,11,56.578,UNSAT,11,56.457,UNSAT,11,56.925,UNSAT,11,57.562,UNSAT,11,58.245,UNSAT,11,59.654,UNSAT,11,60.879
6s207rb16,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s207rb28,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,SAT,8,407.68,timeout,,
6s209b0,UNSAT,7,11.345,UNSAT,7,9.139,UNSAT,7,11.928,UNSAT,7,12.569,UNSAT,7,13.11,UNSAT,7,14.1,UNSAT,7,15.437
6s209b1,timeout,,,timeout,,,timeout,,,UNSAT,23,842.2,UNSAT,23,863.07,timeout,,,timeout,,
6s20,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s210b037,SAT,6,0.21264,SAT,6,0.12907,SAT,6,0.12945,SAT,6,0.1285,SAT,6,0.19313,SAT,6,0.85321,SAT,6,0.9745
6s210b105,SAT,6,0.21863,SAT,6,0.14103,SAT,6,0.1469,SAT,6,0.14322,SAT,6,0.1871,SAT,6,0.17647,SAT,6,0.209
6s215rb0,SAT,9,5.8652,SAT,9,6.7647,SAT,9,3.6893,SAT,9,5.8407,SAT,9,3.6195,SAT,9,8.0434,SAT,9,10.57
6s216rb0,SAT,13,24.903,SAT,13,5.9957,SAT,13,35.188,SAT,15,300.25,SAT,13,9.0729,SAT,13,10.388,SAT,15,11.009
6s218b1246,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s218b2950,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s21,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s221rb14,timeout,,,timeout,,,timeout,,,UNSAT,8,830.55,UNSAT,8,853.62,UNSAT,8,862.69,UNSAT,8,873.9
