6s276rb342,UNSAT,12,6.5361,UNSAT,11,6.4809,UNSAT,10,6.5708,UNSAT,9,6.7487,UNSAT,8,7.1898,UNSAT,6,8.6035,UNSAT,6,9.4744
6s277rb292,UNSAT,12,7.871,UNSAT,11,7.9353,UNSAT,10,8.1196,UNSAT,9,8.48,UNSAT,8,8.8856,UNSAT,4,10.11,UNSAT,4,11.504
6s277rb342,UNSAT,12,6.4707,UNSAT,11,6.3953,UNSAT,10,6.6674,UNSAT,9,6.8466,UNSAT,8,7.0972,UNSAT,6,8.355,UNSAT,6,9.4323
6s279r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s27,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s280r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s281b35,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s281b50,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s282b01,UNSAT,5,0.13967,UNSAT,5,0.16459,UNSAT,5,0.32225,UNSAT,5,0.21061,UNSAT,5,0.24223,UNSAT,4,0.38688,UNSAT,4,0.41671
6s282b15,UNSAT,20,78.436,UNSAT,21,110.21,UNSAT,18,41.828,UNSAT,19,55.42,UNSAT,18,53.763,UNSAT,21,101.66,UNSAT,18,130.2
6s284rb1,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s286rb07843,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s286rb30297,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s288r,UNSAT,24,71.372,UNSAT,28,199.81,UNSAT,26,227.34,UNSAT,18,129.85,UNSAT,28,180.82,UNSAT,23,255.85,UNSAT,25,142.52
6s289rb00529,SAT,6,12.315,SAT,8,16.628,SAT,3,6.7356,SAT,3,9.2997,SAT,3,17.12,SAT,3,15.723,SAT,9,at
6s289rb05233,SAT,5,9.5139,SAT,5,9.2873,SAT,3,5.9556,SAT,3,10.174,SAT,3,14.852,SAT,3,12.931,SAT,9,at
6s28,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s290,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s291rb18,UNSAT,14,1.6953,UNSAT,67,2.9391,UNSAT,67,2.9871,UNSAT,14,2.5633,UNSAT,13,1.1272,UNSAT,67,7.5771,UNSAT,73,16.281
6s291rb77,UNSAT,14,1.6146,UNSAT,67,3.1739,UNSAT,67,2.9083,UNSAT,14,2.5552,UNSAT,13,1.2767,UNSAT,67,7.8142,UNSAT,70,8.6052
6s292rb024,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s292rb037,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s299b685,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s299b892,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s29,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s2,UNSAT,13,20.882,UNSAT,12,19.51,UNSAT,16,36.287,UNSAT,16,35.586,UNSAT,11,41.995,UNSAT,8,69.14,UNSAT,8,121.82
6s301rb106,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s301rb527,SAT,3,85.095,SAT,3,54.534,SAT,3,23.977,SAT,5,at,SAT,5,at,SAT,5,at,SAT,5,at
6s302rb09,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s305rb069,UNSAT,30,337.51,timeout,,,UNSAT,19,406.88,UNSAT,28,644.61,UNSAT,27,374.9,UNSAT,23,419.2,UNSAT,21,422.68
6s305rb108,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s306rb03,UNSAT,16,72.039,UNSAT,18,153.75,UNSAT,18,157.19,UNSAT,18,156.13,UNSAT,18,158.88,UNSAT,18,160.96,UNSAT,18,163.79
6s306rb23,UNSAT,25,36.56,UNSAT,21,29.813,UNSAT,21,31.98,UNSAT,21,30.948,UNSAT,21,32.526,UNSAT,21,33.634,UNSAT,21,35.187
6s307rb06,timeout,,,SAT,12,812.27,SAT,11,764.98,SAT,10,602.93,SAT,9,450.65,SAT,6,193.53,SAT,5,105.85
6s307rb09,timeout,,,UNSAT,15,124.05,UNSAT,14,40.03,UNSAT,13,29.104,UNSAT,12,18.422,UNSAT,12,16.294,UNSAT,13,16.736
6s309b034,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s309b046,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s30,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s310r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s311rb1,SAT,4,373.41,timeout,,,SAT,4,at,SAT,4,at,SAT,4,at,SAT,4,at,SAT,4,at
6s313r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s315r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s316b421,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s316b460,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s317b14,UNSAT,10,3.3639,UNSAT,11,19.531,UNSAT,8,2.6442,UNSAT,8,2.4816,UNSAT,8,2.8136,UNSAT,8,3.2945,UNSAT,7,7.5713
6s317b18,UNSAT,9,3.2697,UNSAT,9,1.5475,UNSAT,8,1.1736,UNSAT,7,1.3413,UNSAT,8,3.0684,UNSAT,11,54.085,UNSAT,9,36.744
6s318r,SAT,3,0.052426,SAT,3,at,SAT,3,at,SAT,3,at,SAT,3,at,SAT,3,at,SAT,3,at
6s319r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s31,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s320rb0,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s320rb1,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s321b1,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s321b5,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s322rb265,UNSAT,3,30.47,UNSAT,3,33.026,UNSAT,3,35.394,UNSAT,3,38.716,UNSAT,3,41.426,UNSAT,3,47.75,UNSAT,3,54.191
6s322rb646,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s325rb072,UNSAT,6,0.41147,UNSAT,5,0.38923,UNSAT,4,0.42585,UNSAT,5,0.57786,UNSAT,5,0.76893,UNSAT,5,1.6391,UNSAT,5,3.1915
6s325rb107,UNSAT,30,20.303,UNSAT,29,17.584,UNSAT,28,18.953,UNSAT,23,20.264,UNSAT,26,25.633,UNSAT,24,44.9,UNSAT,36,69.217
6s326rb02,UNSAT,15,10.237,UNSAT,15,8.097,UNSAT,15,7.5983,UNSAT,15,9.0044,UNSAT,15,8.1476,UNSAT,15,8.8279,UNSAT,15,9.4445
6s326rb08,UNSAT,11,6.2152,UNSAT,11,6.1606,UNSAT,11,7.6657,UNSAT,11,6.6431,UNSAT,11,10.965,UNSAT,11,15.514,UNSAT,11,16.587
6s327rb10,UNSAT,11,2.5154,UNSAT,11,2.4143,UNSAT,11,2.5487,UNSAT,11,2.7023,UNSAT,11,2.825,UNSAT,11,3.0673,UNSAT,11,3.3978
6s327rb19,UNSAT,3,0.18041,UNSAT,3,0.21115,UNSAT,3,0.26404,UNSAT,3,0.34704,UNSAT,3,0.392,UNSAT,3,0.68026,UNSAT,3,0.81536
6s329rb19,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s329rb20,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s32,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s330rb06,SAT,3,5.3881,SAT,3,at,SAT,3,at,SAT,3,at,SAT,3,at,SAT,3,at,SAT,3,at
6s330rb11,UNSAT,5,1.4143,UNSAT,4,1.4051,UNSAT,4,1.6068,UNSAT,4,1.8377,UNSAT,4,2.1603,UNSAT,4,3.0976,UNSAT,4,4.3276
6s332rb118,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s332rb155,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s335rb09,SAT,6,0.57061,SAT,5,0.289,SAT,3,0.26989,SAT,3,0.14129,SAT,6,at,SAT,6,at,SAT,6,at
6s335rb60,SAT,6,0.22197,SAT,5,0.16921,SAT,3,0.15154,SAT,3,0.13068,SAT,6,at,SAT,6,at,SAT,6,at
6s339rb19,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s339rb22,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s33,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s340rb27,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s340rb63,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s341r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s342rb122,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s342rb131,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s343b08,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s343b31,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s344rb054,UNSAT,3,0.67093,UNSAT,3,0.92439,UNSAT,3,1.0524,UNSAT,3,1.2234,UNSAT,3,1.2814,UNSAT,3,1.7596,UNSAT,3,2.5406
6s344rb150,UNSAT,8,143.42,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,UNSAT,14,792.99
6s348b24,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s348b53,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s349rb06,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s349rb12,UNSAT,16,138.48,UNSAT,13,124.64,UNSAT,13,123.68,UNSAT,11,104.12,UNSAT,13,125.06,UNSAT,11,105.94,UNSAT,13,129.33
6s34,UNSAT,102,249.75,UNSAT,107,507.25,UNSAT,90,116.2,UNSAT,83,151.26,UNSAT,72,134.31,UNSAT,70,132.8,UNSAT,68,294.62
6s350rb35,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,SAT,7,at,SAT,7,at
6s350rb46,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,SAT,9,at
6s351rb02,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s351rb15,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s353rb036,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,SAT,3,823.55,SAT,3,545.31
6s353rb101,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s355rb08740,UNSAT,3,0.91155,UNSAT,3,1.0609,UNSAT,3,1.1699,UNSAT,3,1.3409,UNSAT,3,1.5129,UNSAT,3,1.8972,UNSAT,3,2.4423
6s355rb11080,UNSAT,3,0.91256,UNSAT,3,1.0554,UNSAT,3,1.167,UNSAT,3,1.3379,UNSAT,3,1.5102,UNSAT,3,1.9009,UNSAT,3,2.4812
6s357r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s358r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s359r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s35,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s361rb52584,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s361rb54373,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s362rb0,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s362rb1,UNSAT,19,0.85192,UNSAT,19,1.1005,UNSAT,16,0.90659,UNSAT,17,1.3347,UNSAT,15,0.76554,UNSAT,14,1.3255,UNSAT,13,0.97822
6s364rb03158,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s364rb12666,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s365r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s366r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s367r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s36,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s372rb26,UNSAT,13,1.1498,UNSAT,15,2.3735,UNSAT,13,1.7085,UNSAT,10,1.122,UNSAT,8,0.6316,UNSAT,7,0.76173,UNSAT,7,0.86183
6s372rb31,UNSAT,26,70.567,UNSAT,28,205.08,UNSAT,30,80.823,UNSAT,32,69.082,UNSAT,48,110.15,UNSAT,25,34.143,UNSAT,22,16.55
6s374b029,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s374b114,UNSAT,4,84.187,UNSAT,4,85.212,UNSAT,4,87.018,UNSAT,4,89.609,UNSAT,4,93.031,UNSAT,4,98.816,UNSAT,4,114.21
6s376r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s377r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s37,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s380b129,UNSAT,20,13.196,UNSAT,19,10.606,UNSAT,11,5.8485,UNSAT,17,8.8763,UNSAT,16,9.634,UNSAT,12,9.722,UNSAT,9,8.0246
