6s0,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s100,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s102,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s105,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s108,UNSAT,12,17.285,UNSAT,10,31.638,UNSAT,10,58.153,UNSAT,9,86.013,UNSAT,11,148.6,UNSAT,7,215.42
6s109,UNSAT,18,269.16,UNSAT,16,163.31,UNSAT,13,149.21,UNSAT,13,539.68,timeout,,,timeout,,
6s10,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s119,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s11,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s120,UNSAT,8,1.0389,UNSAT,6,0.7752,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s121,timeout,,,timeout,,,timeout,,,timeout,,,UNSAT,31,359.12,timeout,,
6s122,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s126,error:-6,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s127,error:-6,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s128,error:-6,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s129,error:-6,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s12,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s130,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s131,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s132,UNSAT,9,11.058,UNSAT,7,10.846,UNSAT,7,16.651,UNSAT,4,20.017,UNSAT,4,30.259,UNSAT,4,40.497
6s133,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s134,timeout,,,timeout,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s136,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s13,timeout,,,timeout,,,timeout,,,error:-6,,,timeout,,,timeout,,
6s144,timeout,,,timeout,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s145,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s147,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s148,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s149,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s14,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s150,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s151,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s152,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s157,SAT,3,0.11474,SAT,3,0.40938,SAT,3,0.65885,SAT,1,0.067242,SAT,1,0.1021,SAT,1,0.12416
6s158,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s159,UNSAT,12,0.041624,UNSAT,34,7.4228,UNSAT,37,3.6938,UNSAT,37,2.7954,UNSAT,19,0.33144,UNSAT,33,2.1439
6s15,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s160,timeout,,,timeout,,,timeout,,,error:-6,,,error:-6,,,error:-6,,
6s161,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s162,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s163,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s164,UNSAT,32,263.6,UNSAT,29,30.328,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s16,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s171,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s172,timeout,,,SAT,23,576.62,timeout,,,SAT,24,143.12,timeout,,,SAT,21,388.18
6s173,UNSAT,26,84.409,UNSAT,17,70.547,UNSAT,19,74.165,UNSAT,15,257.82,UNSAT,14,281.29,UNSAT,13,711.66
6s174,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s177,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s178,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s179,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s17,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s180,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s181,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s182,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s183,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s184,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s185,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s186,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s187,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s188,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s189,timeout,,,timeout,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s18,timeout,,,timeout,,,timeout,,,error:-6,,,timeout,,,timeout,,
6s190,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s191,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s192,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s193,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s194,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s195,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s196,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s197,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s198,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s199,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s19,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s1,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s202b00,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s202b41,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s203b19,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s203b41,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s204b16,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s204b19,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s205b16,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s205b20,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s206rb025,UNSAT,5,29.512,UNSAT,9,54.082,UNSAT,9,54.782,UNSAT,9,56.173,UNSAT,9,57.862,UNSAT,9,59.465
6s206rb103,UNSAT,11,56.126,UNSAT,11,57.1,UNSAT,11,57.923,UNSAT,11,59.575,UNSAT,11,61.35,UNSAT,11,63.393
6s207rb16,timeout,,,timeout,,,timeout,,,timeout,,,SAT,4,114.76,SAT,2,2.1796
6s207rb28,timeout,,,SAT,6,214.43,SAT,4,100.41,SAT,4,22.511,SAT,2,0.79065,SAT,1,1.0713
6s209b0,UNSAT,7,12.017,UNSAT,6,10.769,UNSAT,7,11.844,UNSAT,6,11.155,UNSAT,6,12.228,UNSAT,7,17.173
6s209b1,timeout,,,timeout,,,timeout,,,error:-6,,,error:-6,,,error:-6,,
6s20,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s210b037,SAT,6,0.24739,SAT,6,0.70605,SAT,4,0.12259,SAT,4,0.13055,SAT,3,0.11108,SAT,1,0.06304
6s210b105,SAT,6,0.15511,SAT,6,0.1349,SAT,4,0.28456,SAT,4,0.11877,SAT,3,0.1036,SAT,1,0.05101
6s215rb0,SAT,9,5.1913,SAT,8,2.8322,SAT,6,1.509,SAT,4,1.7292,SAT,3,0.21629,SAT,1,0.073305
6s216rb0,SAT,12,4.1623,SAT,12,11.871,SAT,11,23.501,SAT,10,16.72,SAT,6,16.339,SAT,5,14.798
6s218b1246,timeout,,,timeout,,,timeout,,,SAT,7,715.3,SAT,5,636.74,SAT,3,86.318
6s218b2950,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s21,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s221rb14,timeout,,,UNSAT,7,778.97,timeout,,,timeout,,,timeout,,,timeout,,
6s221rb18,UNSAT,3,0.058799,UNSAT,3,0.24551,UNSAT,3,0.41953,UNSAT,3,0.77407,UNSAT,3,1.1333,UNSAT,3,1.4647
6s22,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s23,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s24,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s25,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s266rb2,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s267rb3,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s268r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s269r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s26,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s270b1,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s271rb045,UNSAT,8,119.52,UNSAT,8,79.625,timeout,,,UNSAT,15,873.8,UNSAT,7,130.86,UNSAT,5,37.878
6s271rb079,UNSAT,8,27.55,UNSAT,8,29.365,UNSAT,7,26.762,UNSAT,7,30.482,UNSAT,7,33.942,UNSAT,5,24.591
6s273b11,UNSAT,21,273.77,UNSAT,19,264.56,UNSAT,18,177.43,UNSAT,19,322.56,UNSAT,17,289.11,UNSAT,12,152.65
6s273b37,UNSAT,18,180.28,UNSAT,17,90.857,UNSAT,16,87.567,UNSAT,20,157.16,UNSAT,19,160.24,UNSAT,15,127.8
6s274r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s275rb253,UNSAT,6,6.2717,UNSAT,5,6.7237,UNSAT,4,9.0386,UNSAT,4,12.679,UNSAT,4,18.809,UNSAT,5,24.287
6s275rb318,UNSAT,6,6.1148,UNSAT,5,6.7318,UNSAT,4,8.9184,UNSAT,4,12.045,UNSAT,4,18.858,UNSAT,4,22.934
6s276rb318,UNSAT,12,7.9174,UNSAT,11,8.7966,UNSAT,10,9.8056,UNSAT,8,11.785,UNSAT,5,14.295,UNSAT,5,19.886
6s276rb342,UNSAT,12,6.5839,UNSAT,11,6.9322,UNSAT,10,7.2744,UNSAT,8,8.6898,UNSAT,4,10.754,UNSAT,4,14.588
6s277rb292,UNSAT,12,7.8218,UNSAT,11,8.8586,UNSAT,10,9.7112,UNSAT,8,11.627,UNSAT,5,14.298,UNSAT,5,19.941
6s277rb342,UNSAT,12,6.5732,UNSAT,11,7.0035,UNSAT,10,7.4899,UNSAT,8,8.8964,UNSAT,4,10.759,UNSAT,4,14.826
6s279r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s27,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s280r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s281b35,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s281b50,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s282b01,UNSAT,5,0.14033,UNSAT,5,0.19166,UNSAT,5,0.21906,UNSAT,5,0.29256,UNSAT,4,0.30591,UNSAT,4,0.36583
6s282b15,UNSAT,20,77.578,UNSAT,19,113.03,UNSAT,21,53.649,UNSAT,21,84.052,UNSAT,21,170.15,UNSAT,21,255.29
6s284rb1,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s286rb07843,timeout,,,timeout,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s286rb30297,timeout,,,timeout,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s288r,UNSAT,24,72.174,UNSAT,18,119.69,UNSAT,24,743.7,timeout,,,UNSAT,23,623.98,timeout,,
6s289rb00529,SAT,6,11.833,SAT,7,22.079,SAT,3,11.881,SAT,3,26.867,SAT,3,21.465,SAT,1,9.5119
6s289rb05233,SAT,5,8.8556,SAT,5,9.095,SAT,5,12.12,SAT,3,26.489,SAT,3,19.479,SAT,1,9.1207
6s28,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s290,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s291rb18,UNSAT,14,1.7372,UNSAT,74,4.0432,UNSAT,76,4.5454,UNSAT,9,1.8975,UNSAT,69,32.152,UNSAT,10,8.6488
6s291rb77,UNSAT,14,1.7789,UNSAT,11,1.2967,UNSAT,76,4.5159,UNSAT,9,2.0243,UNSAT,69,21.882,UNSAT,70,43.796
6s292rb024,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s292rb037,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s299b685,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s299b892,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s29,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s2,UNSAT,17,29.353,UNSAT,10,28.371,UNSAT,16,59.922,UNSAT,9,90.196,UNSAT,8,135.92,UNSAT,11,205.65
6s301rb106,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s301rb527,SAT,3,81.478,SAT,3,120.13,SAT,3,18.908,SAT,1,5.5808,SAT,1,6.2416,SAT,1,7.9509
6s302rb09,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s305rb069,UNSAT,30,342.53,timeout,,,UNSAT,28,426.9,UNSAT,27,457.46,timeout,,,timeout,,
6s305rb108,timeout,,,timeout,,,UNSAT,27,425.13,UNSAT,28,695.23,timeout,,,timeout,,
6s306rb03,UNSAT,16,72.416,UNSAT,18,186.96,UNSAT,18,145.72,UNSAT,18,165.74,UNSAT,18,165.7,UNSAT,18,239.13
6s306rb23,UNSAT,25,36.557,UNSAT,25,26.184,UNSAT,25,26.132,UNSAT,21,35.407,UNSAT,25,66.369,UNSAT,21,55.933
6s307rb06,timeout,,,timeout,,,timeout,,,timeout,,,SAT,6,235.64,SAT,5,83.79
6s307rb09,UNSAT,15,331.38,UNSAT,17,322.33,UNSAT,16,175.44,UNSAT,14,85.994,UNSAT,15,417.16,UNSAT,16,333.11
6s309b034,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s309b046,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s30,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s310r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s311rb1,SAT,4,373.6,timeout,,,timeout,,,SAT,1,207.39,SAT,1,216.52,SAT,1,219.3
6s313r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s315r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s316b421,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s316b460,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s317b14,UNSAT,11,13.915,UNSAT,10,3.5951,UNSAT,9,2.6118,UNSAT,8,3.9473,UNSAT,8,6.0034,UNSAT,8,17.236
6s317b18,UNSAT,9,3.1717,UNSAT,9,1.3783,UNSAT,8,1.7816,UNSAT,10,9.3023,UNSAT,10,48.904,UNSAT,9,178.87
6s318r,SAT,3,0.027924,SAT,2,0.017955,SAT,1,0.013947,SAT,1,0.024003,SAT,1,0.01524,SAT,1,0.03943
6s319r,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s31,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s320rb0,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s320rb1,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s321b1,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s321b5,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s322rb265,UNSAT,3,0.1003,UNSAT,3,0.86156,UNSAT,3,1.6765,UNSAT,3,3.5513,UNSAT,3,5.7141,UNSAT,3,7.8795
6s322rb646,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s325rb072,UNSAT,6,0.36721,UNSAT,5,0.35564,UNSAT,5,0.44754,UNSAT,5,1.1308,UNSAT,5,2.2716,UNSAT,5,4.121
6s325rb107,UNSAT,30,20.391,UNSAT,39,45.885,UNSAT,42,68.811,UNSAT,26,56.422,UNSAT,24,141.26,UNSAT,22,222.52
6s326rb02,UNSAT,15,9.9387,UNSAT,15,9.7749,UNSAT,15,6.3644,UNSAT,15,11.564,UNSAT,15,10.406,UNSAT,15,10.299
6s326rb08,UNSAT,11,5.9159,UNSAT,11,10.758,UNSAT,11,8.2086,UNSAT,12,19.382,UNSAT,11,11.125,UNSAT,11,11.695
6s327rb10,UNSAT,11,2.2744,UNSAT,11,2.5662,UNSAT,11,2.6271,UNSAT,11,2.9593,UNSAT,11,3.3486,UNSAT,11,3.6185
6s327rb19,UNSAT,3,0.063965,UNSAT,3,0.094869,UNSAT,3,0.10604,UNSAT,3,0.14949,UNSAT,3,0.22944,UNSAT,3,0.23861
6s329rb19,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s329rb20,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s32,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s330rb06,SAT,3,4.8798,SAT,2,0.56408,SAT,1,0.34789,SAT,1,0.45824,SAT,1,0.56726,SAT,1,0.7753
6s330rb11,UNSAT,5,0.98054,UNSAT,4,0.87447,UNSAT,4,1.0731,UNSAT,4,1.3072,UNSAT,4,1.7884,UNSAT,4,2.3559
6s332rb118,timeout,,,timeout,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s332rb155,timeout,,,timeout,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s335rb09,SAT,6,0.40973,SAT,5,0.38299,SAT,3,0.2108,SAT,2,0.092651,SAT,1,0.06223,SAT,1,0.078818
6s335rb60,SAT,6,0.19709,SAT,5,1.4914,SAT,4,0.48596,SAT,2,0.16939,SAT,1,0.064033,SAT,1,0.073165
6s339rb19,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s339rb22,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s33,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,,timeout,,
6s340rb27,timeout,,,timeout,,,error:-6,,,error:-6,,,error:-6,,,error:-6,,
6s340rb63,timeout,,,timeout,,,timeout,,,error:-6,,,error:-6,,,error:-6,,
